,state,regional_division,population,article_title,revision_id,article_quality
4318,Illinois,Midwest,"12,582,032","Riverside, Illinois",1179650446,C
4319,Illinois,Midwest,"12,582,032","Riverton, Illinois",1167506944,C
4320,Illinois,Midwest,"12,582,032","Riverwoods, Illinois",1155165787,C
4321,Illinois,Midwest,"12,582,032","Roanoke, Illinois",1126103308,C
4322,Illinois,Midwest,"12,582,032","Robbins, Illinois",1173398270,C
4323,Illinois,Midwest,"12,582,032","Roberts, Illinois",1170578397,C
4324,Illinois,Midwest,"12,582,032","Robinson, Illinois",1171837622,GA
4325,Illinois,Midwest,"12,582,032","Rochelle, Illinois",1171914948,GA
4326,Illinois,Midwest,"12,582,032","Rochester, Illinois",1167507392,C
4327,Illinois,Midwest,"12,582,032","Rockbridge, Illinois",1167507703,C
4328,Illinois,Midwest,"12,582,032","Rock City, Illinois",1167507432,Start
4329,Illinois,Midwest,"12,582,032","Rockdale, Illinois",1167507721,C
4330,Illinois,Midwest,"12,582,032","Rock Falls, Illinois",1166805893,C
4331,Illinois,Midwest,"12,582,032","Rockford, Illinois",1177698680,B
4332,Illinois,Midwest,"12,582,032","Rock Island, Illinois",1172411735,C
4333,Illinois,Midwest,"12,582,032","Rockton, Illinois",1167507948,C
4334,Illinois,Midwest,"12,582,032","Rockwood, Illinois",1179695976,Start
4335,Illinois,Midwest,"12,582,032","Rolling Meadows, Illinois",1169218024,C
4336,Illinois,Midwest,"12,582,032","Romeoville, Illinois",1176491201,GA
4337,Illinois,Midwest,"12,582,032","Roodhouse, Illinois",1165900185,C
4338,Illinois,Midwest,"12,582,032","Roscoe, Illinois",1167641212,C
4339,Illinois,Midwest,"12,582,032","Rose Hill, Illinois",1167641261,GA
4340,Illinois,Midwest,"12,582,032","Roselle, Illinois",1179648296,C
4341,Illinois,Midwest,"12,582,032","Rosemont, Illinois",1179645513,GA
4342,Illinois,Midwest,"12,582,032","Roseville, Illinois",1178311453,Start
4343,Illinois,Midwest,"12,582,032","Rosiclare, Illinois",1178084572,C
4344,Illinois,Midwest,"12,582,032","Rossville, Illinois",1167641675,GA
4345,Illinois,Midwest,"12,582,032","Round Lake, Illinois",1167641868,C
4346,Illinois,Midwest,"12,582,032","Round Lake Beach, Illinois",1167641838,C
4347,Illinois,Midwest,"12,582,032","Round Lake Heights, Illinois",1167641841,Start
4348,Illinois,Midwest,"12,582,032","Round Lake Park, Illinois",1167641847,Start
4349,Illinois,Midwest,"12,582,032","Roxana, Illinois",1167642144,C
4350,Illinois,Midwest,"12,582,032","Royal, Illinois",1168607777,C
4351,Illinois,Midwest,"12,582,032","Royal Lakes, Illinois",1167642195,GA
4352,Illinois,Midwest,"12,582,032","Royalton, Illinois",1179260667,GA
4353,Illinois,Midwest,"12,582,032","Ruma, Illinois",1167642533,Start
4354,Illinois,Midwest,"12,582,032","Rushville, Illinois",1165900462,C
4355,Illinois,Midwest,"12,582,032","Russellville, Illinois",1167642804,GA
4356,Illinois,Midwest,"12,582,032","Rutland, Illinois",1174184163,GA
4357,Illinois,Midwest,"12,582,032","Sadorus, Illinois",1167666354,C
4358,Illinois,Midwest,"12,582,032","Sailor Springs, Illinois",1167666480,Start
4359,Illinois,Midwest,"12,582,032","St. Anne, Illinois",1168757372,C
4360,Illinois,Midwest,"12,582,032","St. Augustine, Illinois",1167676689,C
4361,Illinois,Midwest,"12,582,032","St. Charles, Illinois",1178517446,C
4362,Illinois,Midwest,"12,582,032","St. David, Illinois",1167676778,C
4363,Illinois,Midwest,"12,582,032","St. Elmo, Illinois",1165902847,C
4364,Illinois,Midwest,"12,582,032","Ste. Marie, Illinois",1168477732,C
4365,Illinois,Midwest,"12,582,032","St. Francisville, Illinois",1165902853,GA
4366,Illinois,Midwest,"12,582,032","St. Jacob, Illinois",1167676845,GA
4367,Illinois,Midwest,"12,582,032","St. Johns, Illinois",1167676895,C
4368,Illinois,Midwest,"12,582,032","St. Joseph, Illinois",1178598992,C
4369,Illinois,Midwest,"12,582,032","St. Libory, Illinois",1176163896,C
4370,Illinois,Midwest,"12,582,032","St. Peter, Illinois",1167677031,C
4371,Illinois,Midwest,"12,582,032","St. Rose, Illinois",340643509,Stub
4372,Illinois,Midwest,"12,582,032","Salem, Illinois",1165900617,GA
4373,Illinois,Midwest,"12,582,032","Sammons Point, Illinois",1167667282,C
4374,Illinois,Midwest,"12,582,032","Sandoval, Illinois",1167667668,GA
4375,Illinois,Midwest,"12,582,032","Sandwich, Illinois",1172670210,C
4376,Illinois,Midwest,"12,582,032","San Jose, Illinois",1171401356,C
4377,Illinois,Midwest,"12,582,032","Sauget, Illinois",1176168071,C
4378,Illinois,Midwest,"12,582,032","Sauk Village, Illinois",1171662994,C
4379,Illinois,Midwest,"12,582,032","Saunemin, Illinois",1177642417,Start
4380,Illinois,Midwest,"12,582,032","Savanna, Illinois",1179507333,C
4381,Illinois,Midwest,"12,582,032","Savoy, Illinois",1168043311,C
4382,Illinois,Midwest,"12,582,032","Sawyerville, Illinois",1167668448,C
4383,Illinois,Midwest,"12,582,032","Saybrook, Illinois",1167668491,GA
4384,Illinois,Midwest,"12,582,032","Scales Mound, Illinois",1167668533,C
4385,Illinois,Midwest,"12,582,032","Schaumburg, Illinois",1179648548,C
4386,Illinois,Midwest,"12,582,032","Schiller Park, Illinois",1171663185,C
4387,Illinois,Midwest,"12,582,032","Schram City, Illinois",1167668855,C
4388,Illinois,Midwest,"12,582,032","Sciota, Illinois",1167668908,GA
4389,Illinois,Midwest,"12,582,032","Scottville, Illinois",1167669288,Start
4390,Illinois,Midwest,"12,582,032","Seaton, Illinois",1167669445,Start
4391,Illinois,Midwest,"12,582,032","Seatonville, Illinois",1167669454,C
4392,Illinois,Midwest,"12,582,032","Secor, Illinois",1167669541,C
4393,Illinois,Midwest,"12,582,032","Seneca, Illinois",1174184232,C
4394,Illinois,Midwest,"12,582,032","Sesser, Illinois",1165901304,GA
4395,Illinois,Midwest,"12,582,032","Shabbona, Illinois",1172813391,C
4396,Illinois,Midwest,"12,582,032","Shannon, Illinois",1167670368,Start
4397,Illinois,Midwest,"12,582,032","Shawneetown, Illinois",1165901483,C
4398,Illinois,Midwest,"12,582,032","Sheffield, Illinois",1167670724,C
4399,Illinois,Midwest,"12,582,032","Shelbyville, Illinois",1165901518,C
4400,Illinois,Midwest,"12,582,032","Sheldon, Illinois",1167670824,Start
4401,Illinois,Midwest,"12,582,032","Sheridan, Illinois",1179581150,C
4402,Illinois,Midwest,"12,582,032","Sherman, Illinois",1176695499,C
4403,Illinois,Midwest,"12,582,032","Sherrard, Illinois",1167671274,C
4404,Illinois,Midwest,"12,582,032","Shiloh, Illinois",1168128329,C
4405,Illinois,Midwest,"12,582,032","Shipman, Illinois",1167671632,C
4406,Illinois,Midwest,"12,582,032","Shorewood, Illinois",1168075043,Start
4407,Illinois,Midwest,"12,582,032","Shumway, Illinois",1178298226,C
4408,Illinois,Midwest,"12,582,032","Sibley, Illinois",1167671905,C
4409,Illinois,Midwest,"12,582,032","Sidell, Illinois",1167671953,C
4410,Illinois,Midwest,"12,582,032","Sidney, Illinois",1167671979,C
4411,Illinois,Midwest,"12,582,032","Sigel, Illinois",1166231319,C
4412,Illinois,Midwest,"12,582,032","Silvis, Illinois",1171775796,GA
4413,Illinois,Midwest,"12,582,032","Simpson, Illinois",1167672444,C
4414,Illinois,Midwest,"12,582,032","Sims, Illinois",1167672491,Start
4415,Illinois,Midwest,"12,582,032","Skokie, Illinois",1179772295,B
4416,Illinois,Midwest,"12,582,032","Sleepy Hollow, Illinois",1167673007,GA
4417,Illinois,Midwest,"12,582,032","Smithboro, Illinois",1167673225,C
4418,Illinois,Midwest,"12,582,032","Smithfield, Illinois",1167673247,C
4419,Illinois,Midwest,"12,582,032","Smithton, Illinois",1167673308,C
4420,Illinois,Midwest,"12,582,032","Somonauk, Illinois",1172813456,GA
4421,Illinois,Midwest,"12,582,032","Sorento, Illinois",1173174970,GA
4422,Illinois,Midwest,"12,582,032","South Barrington, Illinois",1171663362,C
4423,Illinois,Midwest,"12,582,032","South Beloit, Illinois",1179287808,C
4424,Illinois,Midwest,"12,582,032","South Chicago Heights, Illinois",1171663455,C
4425,Illinois,Midwest,"12,582,032","South Elgin, Illinois",1167674506,C
4426,Illinois,Midwest,"12,582,032","Southern View, Illinois",1167675114,Start
4427,Illinois,Midwest,"12,582,032","South Holland, Illinois",1171663517,C
4428,Illinois,Midwest,"12,582,032","South Jacksonville, Illinois",1167674671,C
4429,Illinois,Midwest,"12,582,032","South Pekin, Illinois",1167674806,C
4430,Illinois,Midwest,"12,582,032","South Roxana, Illinois",1167674880,C
4431,Illinois,Midwest,"12,582,032","South Wilmington, Illinois",1167675006,C
4432,Illinois,Midwest,"12,582,032","Sparland, Illinois",1167675337,C
4433,Illinois,Midwest,"12,582,032","Sparta, Illinois",1165902367,C
4434,Illinois,Midwest,"12,582,032","Spaulding, Illinois",1167675423,Start
4435,Illinois,Midwest,"12,582,032","Spillertown, Illinois",1167675640,C
4436,Illinois,Midwest,"12,582,032","Spring Bay, Illinois",1167675831,Start
4437,Illinois,Midwest,"12,582,032","Springerton, Illinois",1167676294,C
4438,Illinois,Midwest,"12,582,032","Springfield, Illinois",1179708065,GA
4439,Illinois,Midwest,"12,582,032","Spring Grove, Illinois",1167676005,C
4440,Illinois,Midwest,"12,582,032","Spring Valley, Illinois",1177691388,C
4441,Illinois,Midwest,"12,582,032","Standard, Illinois",1177691723,C
4442,Illinois,Midwest,"12,582,032","Standard City, Illinois",1167677168,Start
4443,Illinois,Midwest,"12,582,032","Stanford, Illinois",1172765325,GA
4444,Illinois,Midwest,"12,582,032","Staunton, Illinois",1165903099,C
4445,Illinois,Midwest,"12,582,032","Steeleville, Illinois",1167677676,C
4446,Illinois,Midwest,"12,582,032","Steger, Illinois",1172514149,C
4447,Illinois,Midwest,"12,582,032","Sterling, Illinois",1175125952,C
4448,Illinois,Midwest,"12,582,032","Steward, Illinois",1179294015,C
4449,Illinois,Midwest,"12,582,032","Stewardson, Illinois",1167677937,Start
4450,Illinois,Midwest,"12,582,032","Stickney, Illinois",1171663712,C
4451,Illinois,Midwest,"12,582,032","Stillman Valley, Illinois",1167678028,C
4452,Illinois,Midwest,"12,582,032","Stockton, Illinois",1167678172,GA
4453,Illinois,Midwest,"12,582,032","Stonefort, Illinois",1167678317,C
4454,Illinois,Midwest,"12,582,032","Stone Park, Illinois",1171663785,C
4455,Illinois,Midwest,"12,582,032","Stonington, Illinois",1167678373,B
4456,Illinois,Midwest,"12,582,032","Stoy, Illinois",1172669421,Start
4457,Illinois,Midwest,"12,582,032","Strasburg, Illinois",1167678543,C
4458,Illinois,Midwest,"12,582,032","Strawn, Illinois",1172678502,C
4459,Illinois,Midwest,"12,582,032","Streamwood, Illinois",1171663853,C
4460,Illinois,Midwest,"12,582,032","Streator, Illinois",1179623619,B
4461,Illinois,Midwest,"12,582,032","Stronghurst, Illinois",1167678710,C
4462,Illinois,Midwest,"12,582,032","Sublette, Illinois",1167678861,C
4463,Illinois,Midwest,"12,582,032","Sugar Grove, Illinois",1167678996,C
4464,Illinois,Midwest,"12,582,032","Sullivan, Illinois",1173844668,GA
4465,Illinois,Midwest,"12,582,032","Summerfield, Illinois",1171061726,C
4466,Illinois,Midwest,"12,582,032","Summit, Illinois",1171663931,GA
4467,Illinois,Midwest,"12,582,032","Sumner, Illinois",1165903425,C
4468,Illinois,Midwest,"12,582,032","Sun River Terrace, Illinois",1167679621,C
4469,Illinois,Midwest,"12,582,032","Swansea, Illinois",1167680199,C
4470,Illinois,Midwest,"12,582,032","Sycamore, Illinois",1179083819,GA
4471,Illinois,Midwest,"12,582,032","Symerton, Illinois",1167680611,Start
4472,Illinois,Midwest,"12,582,032","Table Grove, Illinois",1167680668,Start
4473,Illinois,Midwest,"12,582,032","Tallula, Illinois",1167680865,C
4474,Illinois,Midwest,"12,582,032","Tamaroa, Illinois",1167680926,C
4475,Illinois,Midwest,"12,582,032","Tamms, Illinois",1162678459,GA
4476,Illinois,Midwest,"12,582,032","Tampico, Illinois",1171915793,C
4477,Illinois,Midwest,"12,582,032","Taylor Springs, Illinois",1167681246,C
4478,Illinois,Midwest,"12,582,032","Taylorville, Illinois",1171686795,GA
4479,Illinois,Midwest,"12,582,032","Tennessee, Illinois",1167681670,C
4480,Illinois,Midwest,"12,582,032","Teutopolis, Illinois",1179727859,C
4481,Illinois,Midwest,"12,582,032","Thawville, Illinois",1167681969,Start
4482,Illinois,Midwest,"12,582,032","Thayer, Illinois",1167681986,Start
4483,Illinois,Midwest,"12,582,032","Thebes, Illinois",1177093680,C
4484,Illinois,Midwest,"12,582,032","Third Lake, Illinois",1167682155,C
4485,Illinois,Midwest,"12,582,032","Thomasboro, Illinois",1167682226,Start
4486,Illinois,Midwest,"12,582,032","Thompsonville, Illinois",1167682347,C
4487,Illinois,Midwest,"12,582,032","Thomson, Illinois",1167682371,GA
4488,Illinois,Midwest,"12,582,032","Thornton, Illinois",1171836455,C
4489,Illinois,Midwest,"12,582,032","Tilden, Illinois",1167683002,C
4490,Illinois,Midwest,"12,582,032","Tilton, Illinois",1179523124,C
4491,Illinois,Midwest,"12,582,032","Timberlane, Illinois",1167683195,C
4492,Illinois,Midwest,"12,582,032","Time, Illinois",1167683208,C
4493,Illinois,Midwest,"12,582,032","Tinley Park, Illinois",1171836523,C
4494,Illinois,Midwest,"12,582,032","Tiskilwa, Illinois",1167683393,C
4495,Illinois,Midwest,"12,582,032","Toledo, Illinois",1175857984,C
4496,Illinois,Midwest,"12,582,032","Tolono, Illinois",1176380441,C
4497,Illinois,Midwest,"12,582,032","Toluca, Illinois",1165904581,C
4498,Illinois,Midwest,"12,582,032","Tonica, Illinois",1167683807,C
4499,Illinois,Midwest,"12,582,032","Topeka, Illinois",1166331476,Start
4500,Illinois,Midwest,"12,582,032","Toulon, Illinois",1165904717,C
4501,Illinois,Midwest,"12,582,032","Tovey, Illinois",1167684349,Start
4502,Illinois,Midwest,"12,582,032","Towanda, Illinois",1167684439,C
4503,Illinois,Midwest,"12,582,032","Tower Hill, Illinois",1167684459,C
4504,Illinois,Midwest,"12,582,032","Tower Lakes, Illinois",1167684468,Start
4505,Illinois,Midwest,"12,582,032","Tremont, Illinois",1167685294,C
4506,Illinois,Midwest,"12,582,032","Trenton, Illinois",1167076232,GA
4507,Illinois,Midwest,"12,582,032","Trout Valley, Illinois",1167685655,C
4508,Illinois,Midwest,"12,582,032","Troy, Illinois",1165904909,C
4509,Illinois,Midwest,"12,582,032","Troy Grove, Illinois",1174185106,GA
4510,Illinois,Midwest,"12,582,032","Tuscola, Illinois",1172984945,C
4511,Illinois,Midwest,"12,582,032","Ullin, Illinois",1167739442,C
4512,Illinois,Midwest,"12,582,032","Union, Illinois",1167740535,C
4513,Illinois,Midwest,"12,582,032","Union Hill, Illinois",1167739791,Start
4514,Illinois,Midwest,"12,582,032","University Park, Illinois",1172175493,GA
4515,Illinois,Midwest,"12,582,032","Urbana, Illinois",1179666247,C
4516,Illinois,Midwest,"12,582,032","Ursa, Illinois",1167741292,C
4517,Illinois,Midwest,"12,582,032","Valier, Illinois",1167741522,C
4518,Illinois,Midwest,"12,582,032","Valley City, Illinois",1167741584,C
4519,Illinois,Midwest,"12,582,032","Valmeyer, Illinois",1167741828,C
4520,Illinois,Midwest,"12,582,032","Vandalia, Illinois",1177525491,GA
4521,Illinois,Midwest,"12,582,032","Varna, Illinois",1167742334,GA
4522,Illinois,Midwest,"12,582,032","Venedy, Illinois",1167742581,C
4523,Illinois,Midwest,"12,582,032","Venice, Illinois",1165906108,GA
4524,Illinois,Midwest,"12,582,032","Vergennes, Illinois",1167742785,C
4525,Illinois,Midwest,"12,582,032","Vermilion, Illinois",1173965916,C
4526,Illinois,Midwest,"12,582,032","Vermont, Illinois",1167742824,C
4527,Illinois,Midwest,"12,582,032","Vernon, Illinois",1167742964,GA
4528,Illinois,Midwest,"12,582,032","Vernon Hills, Illinois",1150706592,C
4529,Illinois,Midwest,"12,582,032","Verona, Illinois",1170866770,Start
4530,Illinois,Midwest,"12,582,032","Versailles, Illinois",1167743048,C
4531,Illinois,Midwest,"12,582,032","Victoria, Illinois",1175229005,C
4532,Illinois,Midwest,"12,582,032","Vienna, Illinois",1173526145,C
4533,Illinois,Midwest,"12,582,032","Villa Grove, Illinois",1172984988,GA
4534,Illinois,Midwest,"12,582,032","Villa Park, Illinois",1179075701,C
4535,Illinois,Midwest,"12,582,032","Viola, Illinois",1167743991,C
4536,Illinois,Midwest,"12,582,032","Virden, Illinois",1165906316,C
4537,Illinois,Midwest,"12,582,032","Virgil, Illinois",1167744144,C
4538,Illinois,Midwest,"12,582,032","Virginia, Illinois",1165906324,C
4539,Illinois,Midwest,"12,582,032","Volo, Illinois",1167744334,C
4540,Illinois,Midwest,"12,582,032","Wadsworth, Illinois",1167776339,C
4541,Illinois,Midwest,"12,582,032","Waggoner, Illinois",1167776358,GA
4542,Illinois,Midwest,"12,582,032","Walnut, Illinois",1167777353,Start
4543,Illinois,Midwest,"12,582,032","Walnut Hill, Illinois",1167777229,C
4544,Illinois,Midwest,"12,582,032","Walshville, Illinois",1167835822,C
4545,Illinois,Midwest,"12,582,032","Waltonville, Illinois",1167835899,C
4546,Illinois,Midwest,"12,582,032","Wamac, Illinois",1167076352,Start
4547,Illinois,Midwest,"12,582,032","Wapella, Illinois",1172814573,C
4548,Illinois,Midwest,"12,582,032","Warren, Illinois",1167836264,C
4549,Illinois,Midwest,"12,582,032","Warrensburg, Illinois",1167836294,C
4550,Illinois,Midwest,"12,582,032","Warrenville, Illinois",1176701116,C
4551,Illinois,Midwest,"12,582,032","Warsaw, Illinois",1165906649,GA
4552,Illinois,Midwest,"12,582,032","Washburn, Illinois",1167836422,C
4553,Illinois,Midwest,"12,582,032","Washington, Illinois",1170867276,C
4554,Illinois,Midwest,"12,582,032","Washington Park, Illinois",1170707976,GA
4555,Illinois,Midwest,"12,582,032","Wataga, Illinois",1167837019,C
4556,Illinois,Midwest,"12,582,032","Waterloo, Illinois",1165906754,C
4557,Illinois,Midwest,"12,582,032","Waterman, Illinois",1179296157,Start
4558,Illinois,Midwest,"12,582,032","Watseka, Illinois",1165906797,C
4559,Illinois,Midwest,"12,582,032","Watson, Illinois",1178298563,C
4560,Illinois,Midwest,"12,582,032","Wauconda, Illinois",1179223875,C
4561,Illinois,Midwest,"12,582,032","Waukegan, Illinois",1179597668,C
4562,Illinois,Midwest,"12,582,032","Waverly, Illinois",1165906854,Start
4563,Illinois,Midwest,"12,582,032","Wayne, Illinois",1179663292,C
4564,Illinois,Midwest,"12,582,032","Wayne City, Illinois",1173241640,C
4565,Illinois,Midwest,"12,582,032","Waynesville, Illinois",1172814623,C
4566,Illinois,Midwest,"12,582,032","Weldon, Illinois",1172814667,B
4567,Illinois,Midwest,"12,582,032","Wellington, Illinois",1167839018,Start
4568,Illinois,Midwest,"12,582,032","Wenona, Illinois",1174159096,C
4569,Illinois,Midwest,"12,582,032","Wenonah, Illinois",1167839196,C
4570,Illinois,Midwest,"12,582,032","West Brooklyn, Illinois",1176593846,C
4571,Illinois,Midwest,"12,582,032","Westchester, Illinois",1178971182,C
4572,Illinois,Midwest,"12,582,032","West Chicago, Illinois",1179076807,GA
4573,Illinois,Midwest,"12,582,032","West City, Illinois",1167839536,C
4574,Illinois,Midwest,"12,582,032","West Dundee, Illinois",1166611897,C
4575,Illinois,Midwest,"12,582,032","Western Springs, Illinois",1171836829,C
4576,Illinois,Midwest,"12,582,032","Westfield, Illinois",1167840387,C
4577,Illinois,Midwest,"12,582,032","West Frankfort, Illinois",1174314892,C
4578,Illinois,Midwest,"12,582,032","Westmont, Illinois",1173183353,C
4579,Illinois,Midwest,"12,582,032","West Peoria, Illinois",1120317980,Start
4580,Illinois,Midwest,"12,582,032","West Point, Illinois",1167840026,C
4581,Illinois,Midwest,"12,582,032","West Salem, Illinois",1175504299,GA
4582,Illinois,Midwest,"12,582,032","Westville, Illinois",1174690483,GA
4583,Illinois,Midwest,"12,582,032","Wheaton, Illinois",1179076225,C
4584,Illinois,Midwest,"12,582,032","Wheeler, Illinois",1167840855,C
4585,Illinois,Midwest,"12,582,032","Wheeling, Illinois",1171837191,C
4586,Illinois,Midwest,"12,582,032","White City, Illinois",1167841065,C
4587,Illinois,Midwest,"12,582,032","White Hall, Illinois",1165907464,GA
4588,Illinois,Midwest,"12,582,032","Williamsfield, Illinois",1167842200,C
4589,Illinois,Midwest,"12,582,032","Williamson, Illinois",1167842214,GA
4590,Illinois,Midwest,"12,582,032","Williamsville, Illinois",1167842248,Start
4591,Illinois,Midwest,"12,582,032","Willisville, Illinois",1167842317,B
4592,Illinois,Midwest,"12,582,032","Willowbrook, DuPage County, Illinois",1173183542,C
4593,Illinois,Midwest,"12,582,032","Willow Hill, Illinois",1167842375,C
4594,Illinois,Midwest,"12,582,032","Willow Springs, Illinois",1173037430,GA
4595,Illinois,Midwest,"12,582,032","Wilmette, Illinois",1179772450,FA
4596,Illinois,Midwest,"12,582,032","Wilmington, Greene County, Illinois",1167842523,C
4597,Illinois,Midwest,"12,582,032","Wilmington, Will County, Illinois",1172061999,C
4598,Illinois,Midwest,"12,582,032","Wilsonville, Illinois",1167842719,C
4599,Illinois,Midwest,"12,582,032","Winchester, Illinois",1165907949,C
4600,Illinois,Midwest,"12,582,032","Windsor, Mercer County, Illinois",1167842918,C
4601,Illinois,Midwest,"12,582,032","Windsor, Shelby County, Illinois",1165907990,C
4602,Illinois,Midwest,"12,582,032","Winfield, Illinois",1179076567,GA
4603,Illinois,Midwest,"12,582,032","Winnebago, Illinois",1167843081,C
4604,Illinois,Midwest,"12,582,032","Winnetka, Illinois",1179494909,C
4605,Illinois,Midwest,"12,582,032","Winslow, Illinois",1170607060,Start
4606,Illinois,Midwest,"12,582,032","Winthrop Harbor, Illinois",1179597887,C
4607,Illinois,Midwest,"12,582,032","Witt, Illinois",1165908200,C
4608,Illinois,Midwest,"12,582,032","Wonder Lake, Illinois",1167843585,C
4609,Illinois,Midwest,"12,582,032","Wood Dale, Illinois",1179647593,GA
4610,Illinois,Midwest,"12,582,032","Woodhull, Illinois",1167950646,C
4611,Illinois,Midwest,"12,582,032","Woodland, Illinois",1167843879,Start
4612,Illinois,Midwest,"12,582,032","Woodlawn, Illinois",1167843924,C
4613,Illinois,Midwest,"12,582,032","Woodridge, Illinois",1176835960,GA
4614,Illinois,Midwest,"12,582,032","Wood River, Illinois",1165908279,C
4615,Illinois,Midwest,"12,582,032","Woodson, Illinois",1167844137,C
4616,Illinois,Midwest,"12,582,032","Woodstock, Illinois",1176875624,GA
4617,Illinois,Midwest,"12,582,032","Worden, Illinois",1167844313,GA
4618,Illinois,Midwest,"12,582,032","Worth, Illinois",1171837535,C
4619,Illinois,Midwest,"12,582,032","Wyanet, Illinois",1167844572,Start
4620,Illinois,Midwest,"12,582,032","Wyoming, Illinois",1165908559,C
4621,Illinois,Midwest,"12,582,032","Xenia, Illinois",1167075675,C
4622,Illinois,Midwest,"12,582,032","Yale, Illinois",1167348971,C
4623,Illinois,Midwest,"12,582,032","Yates City, Illinois",1167348351,GA
4624,Illinois,Midwest,"12,582,032","Yorkville, Illinois",1174296297,C
4625,Illinois,Midwest,"12,582,032","Zeigler, Illinois",1165908691,C
4626,Illinois,Midwest,"12,582,032","Zion, Illinois",1179597764,C
4627,Indiana,Midwest,"6,833,037",Indianapolis,1179780777,GA
4628,Indiana,Midwest,"6,833,037","Fort Wayne, Indiana",1179437561,GA
4629,Indiana,Midwest,"6,833,037","Evansville, Indiana",1179731462,GA
4630,Indiana,Midwest,"6,833,037","South Bend, Indiana",1177702603,GA
4631,Indiana,Midwest,"6,833,037","Carmel, Indiana",1176781007,C
4632,Indiana,Midwest,"6,833,037","Fishers, Indiana",1173553169,GA
4633,Indiana,Midwest,"6,833,037","Bloomington, Indiana",1179045345,C
4634,Indiana,Midwest,"6,833,037","Hammond, Indiana",1176348785,C
4635,Indiana,Midwest,"6,833,037","Gary, Indiana",1178978063,B
4636,Indiana,Midwest,"6,833,037","Lafayette, Indiana",1179725835,C
4637,Indiana,Midwest,"6,833,037","Muncie, Indiana",1177100174,B
4638,Indiana,Midwest,"6,833,037","Noblesville, Indiana",1172090654,C
4639,Indiana,Midwest,"6,833,037","Terre Haute, Indiana",1178622938,B
4640,Indiana,Midwest,"6,833,037","Greenwood, Indiana",1177038556,B
4641,Indiana,Midwest,"6,833,037","Kokomo, Indiana",1176407915,B
4642,Indiana,Midwest,"6,833,037","Anderson, Indiana",1178414418,C
4643,Indiana,Midwest,"6,833,037","Elkhart, Indiana",1175224072,GA
4644,Indiana,Midwest,"6,833,037","West Lafayette, Indiana",1179267602,B
4645,Indiana,Midwest,"6,833,037","Mishawaka, Indiana",1168156637,GA
4646,Indiana,Midwest,"6,833,037","Lawrence, Indiana",1165889456,GA
4647,Indiana,Midwest,"6,833,037","Jeffersonville, Indiana",1176517799,C
4648,Indiana,Midwest,"6,833,037","Columbus, Indiana",1177669447,B
4649,Indiana,Midwest,"6,833,037","Westfield, Indiana",1177476721,C
4650,Indiana,Midwest,"6,833,037","Portage, Indiana",1173041194,C
4651,Indiana,Midwest,"6,833,037","New Albany, Indiana",1175691059,C
4652,Indiana,Midwest,"6,833,037","Merrillville, Indiana",1166207550,C
4653,Indiana,Midwest,"6,833,037","Richmond, Indiana",1179487630,B
4654,Indiana,Midwest,"6,833,037","Plainfield, Indiana",1174035023,GA
4655,Indiana,Midwest,"6,833,037","Goshen, Indiana",1179808111,GA
4656,Indiana,Midwest,"6,833,037","Valparaiso, Indiana",1176423317,GA
4657,Indiana,Midwest,"6,833,037","Michigan City, Indiana",1177503142,C
4658,Indiana,Midwest,"6,833,037","Crown Point, Indiana",1175126445,C
4659,Indiana,Midwest,"6,833,037","Zionsville, Indiana",1177173909,GA
4660,Indiana,Midwest,"6,833,037","Schererville, Indiana",1166230786,C
4661,Indiana,Midwest,"6,833,037","Brownsburg, Indiana",1175907922,C
4662,Indiana,Midwest,"6,833,037","Hobart, Indiana",1177856807,GA
4663,Indiana,Midwest,"6,833,037","East Chicago, Indiana",1178285289,C
4664,Indiana,Midwest,"6,833,037","Marion, Indiana",1177314851,C
4665,Indiana,Midwest,"6,833,037","Franklin, Indiana",1178599280,GA
4666,Indiana,Midwest,"6,833,037","Highland, Lake County, Indiana",1173867398,C
4667,Indiana,Midwest,"6,833,037","Munster, Indiana",1171648961,C
4668,Indiana,Midwest,"6,833,037","Greenfield, Indiana",1173554242,GA
4669,Indiana,Midwest,"6,833,037","Clarksville, Indiana",1176894918,GA
4670,Indiana,Midwest,"6,833,037","Avon, Indiana",1176172572,C
4671,Indiana,Midwest,"6,833,037","La Porte, Indiana",1176803735,C
4672,Indiana,Midwest,"6,833,037","St. John, Indiana",1166330173,C
4673,Indiana,Midwest,"6,833,037","Seymour, Indiana",1179684688,GA
4674,Indiana,Midwest,"6,833,037","Shelbyville, Indiana",1168088162,GA
4675,Indiana,Midwest,"6,833,037","Logansport, Indiana",1173881138,C
4676,Indiana,Midwest,"6,833,037","New Castle, Indiana",1175067494,C
4677,Indiana,Midwest,"6,833,037","Huntington, Indiana",1165750633,C
4678,Indiana,Midwest,"6,833,037","Vincennes, Indiana",1173150173,C
4679,Indiana,Midwest,"6,833,037","Griffith, Indiana",1179284720,C
4680,Indiana,Midwest,"6,833,037","Dyer, Indiana",1169691113,C
4681,Indiana,Midwest,"6,833,037","Crawfordsville, Indiana",1170721121,B
4682,Indiana,Midwest,"6,833,037","Lebanon, Indiana",1165889757,GA
4683,Indiana,Midwest,"6,833,037","New Haven, Indiana",1165895229,GA
4684,Indiana,Midwest,"6,833,037","Frankfort, Indiana",1166903757,C
